workload,tiering,mem_policy,ldram_size,execution_time,throughput,rss,pgpromote_success,numa_pte_updates,numa_huge_pte_updates,numa_hint_faults,pgmigrate_success,pgmigrate_fail,numa_pages_migrated,thp_migration_success,thp_migration_success_2,thp_migration_success_3,thp_migration_success_4,thp_migration_success_5,thp_migration_success_6,thp_migration_success_7,thp_migration_success_8,thp_migration_success_9,thp_fault_alloc,thp_fault_alloc_2,thp_fault_alloc_3,thp_fault_alloc_4,thp_fault_alloc_5,thp_fault_alloc_6,thp_fault_alloc_7,thp_fault_alloc_8,thp_fault_alloc_9,thp_migration_split,thp_migration_split_2,thp_migration_split_3,thp_migration_split_4,thp_migration_split_5,thp_migration_split_6,thp_migration_split_7,thp_migration_split_8,thp_migration_split_9,thp_migration_fail,thp_migration_fail_2,thp_migration_fail_3,thp_migration_fail_4,thp_migration_fail_5,thp_migration_fail_6,thp_migration_fail_7,thp_migration_fail_8,thp_migration_fail_9,numa_local,numa_other
faster_uniform_ycsb_c,nobalance_thp_512K,cpu0.weightedinterleave0_2,4G,314.53,1493460.56,8.3,0,0,0,0,200613,7156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17087,0,0,0,0,0,0,0,0,1566,0,0,0,0,0,0,0,0,0,0,0,105261,12260
faster_uniform_ycsb_c,autonuma_tiering_thp_64K,cpu0.weightedinterleave0_2.12,4G,315.28,1912450.03,4.8,504392,4324411,0,268574,553212,3293654,504467,0,0,0,31546,0,0,0,0,0,0,0,0,136453,0,0,0,0,0,0,0,0,2970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162589,94977
faster_uniform_ycsb_c,autonuma_tiering_thp_64K,cpu0.weightedinterleave0_2,4G,313.81,1924620.42,4.2,140309,3733523,0,232087,189429,3205313,140394,0,0,0,8775,0,0,0,0,0,0,0,0,136423,0,0,0,0,0,0,0,0,2970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159896,71176
faster_uniform_ycsb_c,nobalance_thp_64K,cpu0.weightedinterleave0_2.12,4G,315.74,1284063.63,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,137704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,171862,94926
faster_uniform_ycsb_c,nobalance_thp_64K,cpu0.weightedinterleave0_2,4G,314.2,1494198.64,4.1,0,0,0,0,47377,4043,0,0,0,0,25,0,0,0,0,0,0,0,0,136529,0,0,0,0,0,0,0,0,2854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162838,71125
faster_uniform_ycsb_f,autonuma_tiering,cpu0.weightedinterleave0_2.12,4G,320.56,1773122.28,5.6,550252,4438573,0,4374868,550916,44,550252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1360753,1457415
faster_uniform_ycsb_f,autonuma_tiering,cpu0.weightedinterleave0_2,4G,318.98,1733744.46,5.3,187298,3509424,0,3395669,187298,0,187298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1359784,1092362
faster_uniform_ycsb_f,nobalance,cpu0.weightedinterleave0_2.12,4G,320.51,1368064.22,5.5,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,822631,1454376
faster_uniform_ycsb_f,nobalance,cpu0.weightedinterleave0_2,4G,319.0,1526664.22,5.2,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1178789,1090919
faster_uniform_ycsb_f,autonuma_tiering_thp,cpu0.weightedinterleave0_2.12,4G,314.25,2091194.1,4.5,427764,3994936,7801,8212,433816,2989837,427815,835,0,0,0,0,0,0,0,0,4241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5821,0,0,0,0,0,0,0,0,92269,7192
faster_uniform_ycsb_f,autonuma_tiering_thp,cpu0.weightedinterleave0_2,4G,312.91,2097753.65,4.0,69889,4242671,8285,8720,74576,3811087,69957,136,0,0,0,0,0,0,0,0,4241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7425,0,0,0,0,0,0,0,0,91909,5523
faster_uniform_ycsb_f,nobalance_thp,cpu0.weightedinterleave0_2.12,4G,315.3,1662996.03,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,84039,7191
faster_uniform_ycsb_f,nobalance_thp,cpu0.weightedinterleave0_2,4G,313.59,1843779.59,4.0,0,0,0,0,3246,9481,0,0,0,0,0,0,0,0,0,0,4241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87577,5508
faster_uniform_ycsb_f,autonuma_tiering_thp_512K,cpu0.weightedinterleave0_2.12,4G,315.28,1630198.17,8.3,431555,4573077,0,35890,641518,3536740,431555,0,0,0,0,0,0,3370,0,0,0,0,0,0,0,0,17086,0,0,0,0,0,0,0,0,1624,0,0,0,0,0,0,0,0,0,0,0,106425,15851
faster_uniform_ycsb_f,autonuma_tiering_thp_512K,cpu0.weightedinterleave0_2,4G,314.05,1664693.18,8.3,64895,3848955,0,30918,283904,3620712,64997,0,0,0,0,0,0,507,0,0,0,0,0,0,0,0,17086,0,0,0,0,0,0,0,0,1697,0,0,0,0,0,0,0,0,0,0,0,106200,12204
faster_uniform_ycsb_f,nobalance_thp_512K,cpu0.weightedinterleave0_2.12,4G,316.43,1373375.32,8.4,0,0,0,0,151642,2834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17086,0,0,0,0,0,0,0,0,1178,0,0,0,0,0,0,0,0,0,0,0,100358,15771
faster_uniform_ycsb_f,nobalance_thp_512K,cpu0.weightedinterleave0_2,4G,314.76,1542361.21,8.3,0,0,0,0,209533,9587,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17088,0,0,0,0,0,0,0,0,1616,0,0,0,0,0,0,0,0,0,0,0,107738,15223
faster_uniform_ycsb_f,autonuma_tiering_thp_64K,cpu0.weightedinterleave0_2.12,4G,315.39,1647605.67,4.8,502977,4818521,0,299431,547689,3644006,503045,0,0,0,31445,0,0,0,0,0,0,0,0,136435,0,0,0,0,0,0,0,0,2743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159340,94960
faster_uniform_ycsb_f,autonuma_tiering_thp_64K,cpu0.weightedinterleave0_2,4G,314.09,1695398.2,4.3,141112,4134727,0,256832,190472,3481192,141176,0,0,0,8832,0,0,0,0,0,0,0,0,136477,0,0,0,0,0,0,0,0,3027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162916,71153
faster_uniform_ycsb_f,nobalance_thp_64K,cpu0.weightedinterleave0_2.12,4G,316.02,1378381.95,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,136557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140715,94885
faster_uniform_ycsb_f,nobalance_thp_64K,cpu0.weightedinterleave0_2,4G,314.46,1540291.28,4.2,0,0,0,0,45780,4783,0,0,0,0,9,0,0,0,0,0,0,0,0,136497,0,0,0,0,0,0,0,0,2756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158741,71122
faster_ycsb_a,autonuma_tiering,cpu0.weightedinterleave0_2.12,4G,320.52,1770583.09,5.6,549856,4461734,0,4404828,549856,0,549856,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1360170,1455458
faster_ycsb_a,autonuma_tiering,cpu0.weightedinterleave0_2,4G,318.99,1733557.88,5.3,187618,3508382,0,3392311,187978,12,187722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1370230,1091261
faster_ycsb_a,nobalance,cpu0.weightedinterleave0_2.12,4G,320.41,1370887.57,5.5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,813705,1454397
faster_ycsb_a,nobalance,cpu0.weightedinterleave0_2,4G,318.95,1518651.31,5.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1177339,1090916
faster_ycsb_a,autonuma_tiering_thp,cpu0.weightedinterleave0_2.12,4G,314.31,2097376.11,4.6,430323,4191029,8184,8586,434184,3216644,430371,840,0,0,0,0,0,0,0,0,4241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6264,0,0,0,0,0,0,0,0,95239,7190
faster_ycsb_a,autonuma_tiering_thp,cpu0.weightedinterleave0_2,4G,312.9,2094624.34,4.0,70362,4687096,9153,9596,73977,4251913,70470,137,0,0,0,0,0,0,0,0,4241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8286,0,0,0,0,0,0,0,0,94268,5529
faster_ycsb_a,nobalance_thp,cpu0.weightedinterleave0_2.12,4G,315.27,1662020.62,4.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88476,7197
faster_ycsb_a,nobalance_thp,cpu0.weightedinterleave0_2,4G,313.59,1841386.8,4.0,0,0,0,0,5071,8524,0,0,0,0,0,0,0,0,0,0,4241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97253,5520
